Business Name,Phone,Address,Rating,Reviews,Google Maps URL,Website
Vera Salon,(805) 962-5944,"633 N Milpas St, Santa Barbara, CA 93103, USA",4.5,13,https://maps.google.com/?cid=14624123931172427659,NONE
Thairapy Salon,(805) 770-2247,"3905 State St #8, Santa Barbara, CA 93105, USA",5,22,https://maps.google.com/?cid=12492088633319889638,NONE
Andres Hair Salon,(805) 965-1755,"220 W Carrillo St # 4, Santa Barbara, CA 93101, USA",4.4,28,https://maps.google.com/?cid=17822086399723629797,NONE
Emma's Beauty Salon,(805) 564-1940,"304 E Haley St, Santa Barbara, CA 93101, USA",4.4,29,https://maps.google.com/?cid=15661422331743521111,NONE
Akari Salon,(805) 576-7702,"2945 De La Vina St a, Santa Barbara, CA 93105, USA",5,3,https://maps.google.com/?cid=13950044796865636166,NONE
Dolled up by Jamie,(805) 452-5459,"1233 State St, Santa Barbara, CA 93101, USA",5,4,https://maps.google.com/?cid=13541346186509434212,NONE
Justo's Beauty Salon,(805) 845-1220,"33 Parker Way, Santa Barbara, CA 93101, USA",4.7,12,https://maps.google.com/?cid=56145164921756316,NONE
Hair by Sarah,(805) 453-5732,"11 W Figueroa St Loft, Santa Barbara, CA 93101, USA",5,2,https://maps.google.com/?cid=6919878674963606181,NONE
Xavier Scordo Salon,(805) 845-7000,"1236 Coast Village Cir, Montecito, CA 93108, USA",5,7,https://maps.google.com/?cid=4894190527835470652,NONE
Silva Beauty Salon,(714) 971-1343,"12425 Haster St, Garden Grove, CA 92840, USA",4.5,60,https://maps.google.com/?cid=16515111896775140190,NONE
Yes To Beauty by Yesenia,(714) 785-6560,"1218 Irvine Blvd Suite #14, Tustin, CA 92780, USA",5,74,https://maps.google.com/?cid=10451357657484235112,NONE
Cindy Hair Salon,(408) 637-9643,"15632 Brookhurst St, Westminster, CA 92683, USA",4.8,70,https://maps.google.com/?cid=6401464663614837370,NONE
Ahrittaum Beauty Salon,(949) 451-1500,"4482 Barranca Pkwy #100, Irvine, CA 92604, USA",4.1,192,https://maps.google.com/?cid=12475253555642528476,NONE
Thuy Dolce Hair Salon,(714) 590-2187,"10187 Westminster Ave, Garden Grove, CA 92843, USA",4.8,85,https://maps.google.com/?cid=14425269054474040549,NONE
G&C Beauty Salon & Barber,(714) 591-5303,"13024 Chapman Ave, Garden Grove, CA 92840, USA",4.7,49,https://maps.google.com/?cid=7773757629289777435,NONE
Serenity Hair Salon,(714) 638-8682,"12077 Euclid St, Garden Grove, CA 92840, USA",5,49,https://maps.google.com/?cid=15069472164071611813,NONE
Friendly hair salon,(657) 245-3454,"1631 Edinger Ave #103, Tustin, CA 92780, USA",4.7,73,https://maps.google.com/?cid=5987054572991029543,NONE
QT Salon,(714) 890-2277,"15574 Brookhurst St, Westminster, CA 92683, USA",3.8,106,https://maps.google.com/?cid=6771770644365664762,NONE
Suite Loo hair salon,(949) 355-8601,"1565 Adams Ave, Costa Mesa, CA 92626, USA",5,2,https://maps.google.com/?cid=14764252643677782754,NONE
Muñoz Barbershop And Hairsalon,(714) 844-3976,"1055 W 1st St, Santa Ana, CA 92703, USA",4.4,85,https://maps.google.com/?cid=14815804180548727465,NONE
Elena Beauty Salon,(714) 771-1360,"253 N Tustin St, Orange, CA 92867, USA",4.7,94,https://maps.google.com/?cid=14981945843518626131,NONE
Clau Cuts,(714) 866-9516,"2669 W Edinger Ave, Santa Ana, CA 92704, USA",4.7,23,https://maps.google.com/?cid=7821052787727278573,NONE
Mi Jardin Hair Salon,(714) 547-2269,"901 S Bristol St # A, Santa Ana, CA 92703, USA",4.6,39,https://maps.google.com/?cid=1440940880513799741,NONE
Mint Salon,(714) 534-0100,"10971 Garden Grove Blvd Suite C, Garden Grove, CA 92843, USA",4.9,40,https://maps.google.com/?cid=16173300808378953582,NONE
Bebes Hair Salon,(714) 991-4995,"1545 W Katella Ave #100, Anaheim, CA 92802, USA",4.4,153,https://maps.google.com/?cid=6417934075203811154,NONE
EllaBella Salon,(714) 508-8555,"17331 17th St, Tustin, CA 92780, USA",4.2,44,https://maps.google.com/?cid=4332198488358976187,NONE
Mayra's Beauty Salon,(714) 554-4600,"3839 W 1st St B2, Santa Ana, CA 92703, USA",4.3,71,https://maps.google.com/?cid=13835115011617743224,NONE
Beauty Salon Haircut Mary,(714) 867-8077,"3325 W 1st St, Santa Ana, CA 92703, USA",4.7,44,https://maps.google.com/?cid=5431636611131123545,NONE
The room beauty salon,(714) 721-9386,"1111 W Town and Country Rd STE 53, Orange, CA 92868, USA",5,17,https://maps.google.com/?cid=8954284995303599674,NONE
Diva Salon,(714) 432-7044,"2781 W MacArthur Blvd M, Santa Ana, CA 92704, USA",4.9,72,https://maps.google.com/?cid=7639061431010954815,NONE
Vintage Hair,(949) 656-6191,"Sola salon in VINTAGE Hair. #34 15333 Culver Dr Suite 200, Irvine, CA 92604, USA",5,342,https://maps.google.com/?cid=2380417205514168466,NONE
The Oc Beauty Lounge,(714) 835-5099,"315 N Main St, Santa Ana, CA 92701, USA",4.4,48,https://maps.google.com/?cid=9190294139273056238,NONE
Nova Salon,(714) 543-2830,"1840 S Standard Ave #104, Santa Ana, CA 92707, USA",4.2,72,https://maps.google.com/?cid=9195605935049173229,NONE
Beau Shar Salon,(714) 734-0073,"13112 Newport Ave Suite #J, Tustin, CA 92780, USA",5,32,https://maps.google.com/?cid=7815936200563084470,NONE
Salon Dusserre,(714) 974-9690,"2143 N Tustin St, Orange, CA 92865, USA",4.8,57,https://maps.google.com/?cid=13595707188216900230,NONE
Milan Salon,(714) 775-4666,"9657 Bolsa Ave A, Westminster, CA 92683, USA",4.4,69,https://maps.google.com/?cid=16707426095824406478,NONE
Golden Salon Hair & Nail,(714) 269-2944,"11011 Brookhurst St #B, Garden Grove, CA 92840, USA",4.6,44,https://maps.google.com/?cid=367785935818756365,NONE
Epy Hair Salon,(714) 420-7480,"Lorraine Dr, Anaheim, CA 92805, USA",4.8,5,https://maps.google.com/?cid=262340567745445278,NONE
Leez Hair Salon,(714) 574-6271,"12749 Brookhurst Way, Garden Grove, CA 92841, USA",4.7,43,https://maps.google.com/?cid=904180200061788188,NONE
Color Specialists Hair Salon by Jasmine Le,(714) 276-3063,"16147 Brookhurst St, Fountain Valley, CA 92708, USA",5,19,https://maps.google.com/?cid=9355305294173998677,NONE
Thai A Chau Hair Salon,(206) 331-5973,"9039 Bolsa Ave #107, Westminster, CA 92683, USA",4.9,50,https://maps.google.com/?cid=8976610663494144450,NONE
Gold Hair Salon,(714) 334-3799,"9597 Garden Grove Blvd, Garden Grove, CA 92844, USA",4.7,61,https://maps.google.com/?cid=8784666979448639497,NONE
Sophia’s Beauty Salon,(714) 547-1941,"13121 Harbor Blvd, Garden Grove, CA 92843, USA",4.7,61,https://maps.google.com/?cid=10767029587981156884,NONE
Sogo Hair Salon,(714) 539-1952,"5110 Westminster Ave, Santa Ana, CA 92703, USA",4.6,74,https://maps.google.com/?cid=16138567033943765960,NONE
HL Ooh La La Salon,(714) 537-8728,"13151 Brookhurst St, Garden Grove, CA 92843, USA",4.3,51,https://maps.google.com/?cid=1859744286523961543,NONE
Michelle Beauty Salon,(714) 835-4766,"610 E 1st St Unit b, Santa Ana, CA 92701, USA",4.1,84,https://maps.google.com/?cid=16307620904826548353,NONE
The Colorist Salon,(714) 839-2800,"5015 W Edinger Ave Suite I, Santa Ana, CA 92704, USA",4.4,64,https://maps.google.com/?cid=695901891218572824,NONE
Yashi Beauty Salon,(714) 531-9363,"9733 Bolsa Ave, Westminster, CA 92683, USA",4.3,167,https://maps.google.com/?cid=11552906263707344490,NONE
MJ Hair Salon,(714) 612-1328,"1227 W Edinger Ave, Santa Ana, CA 92707, USA",4.8,11,https://maps.google.com/?cid=12448873316943058398,NONE
Lotus Salon,(949) 646-2400,"427 E 17th St Unit A, Costa Mesa, CA 92627, USA",4.8,35,https://maps.google.com/?cid=10734305869863092106,NONE
Tomahawk Salon,(949) 722-7325,"775 W 17th St Unit C, Costa Mesa, CA 92627, USA",4.7,27,https://maps.google.com/?cid=8086239399648966276,NONE
Sassy Hair Studio 17 -Fountain Valley,(714) 962-9808,"18305 Brookhurst St, Fountain Valley, CA 92708, USA",4.3,67,https://maps.google.com/?cid=7444095467956906116,NONE
Angelo's Salon,(714) 960-0440,"21204 Beach Blvd, Huntington Beach, CA 92648, USA",5,28,https://maps.google.com/?cid=8879230160492384941,NONE
AOH Hair Collective,(949) 831-2653,"27901 La Paz Rd # H, Laguna Niguel, CA 92677, USA",4.9,268,https://maps.google.com/?cid=5195989706426347283,NONE
Salon Plum,(949) 276-2236,"27702 Crown Valley Pkwy C2, Ladera Ranch, CA 92694, USA",4.8,217,https://maps.google.com/?cid=1767490297250950483,NONE
Halo Cuts & Style Hair Salon,(949) 373-6043,"25482 Marguerite Pkwy, Mission Viejo, CA 92692, USA",4.5,116,https://maps.google.com/?cid=10087604348655344426,NONE
Salon Laurent,(949) 854-7445,"6795 Quail Hill, Irvine, CA 92603, USA",4.8,33,https://maps.google.com/?cid=5875446552525093636,NONE
Simpatico Salon,(949) 715-5775,"1100 S Coast Hwy Unit 114, Laguna Beach, CA 92651, USA",4.8,42,https://maps.google.com/?cid=873439713874836943,NONE
Lavish Hair Studio by Paty,(949) 215-2272,"24391 Avenida De La Carlota suite b, Laguna Hills, CA 92653, USA",4.5,111,https://maps.google.com/?cid=1289658782086601626,NONE
Garbo's Salon,(949) 831-2786,"28051 Greenfield Dr Suite F, Laguna Niguel, CA 92677, USA",4.4,52,https://maps.google.com/?cid=3022112581345939893,NONE
Illusions Unlimited Salon,(949) 859-2858,"25800 Jeronimo Rd #601, Mission Viejo, CA 92691, USA",4.8,81,https://maps.google.com/?cid=5306118998978989231,NONE
Bie Hair Studios,,"10 Orchard Rd, Lake Forest, CA 92630, USA",5,9,https://maps.google.com/?cid=417641286677137252,NONE
Jon Paulo Salon,(949) 455-1772,"26741 Portola Pkwy #1C, Foothill Ranch, CA 92610, USA",4.2,17,https://maps.google.com/?cid=3709727130927694955,NONE
"Springs Beauty Salon (Skin, Hair, Nail)",(619) 855-7844,"914 E 8th St, National City, CA 91950, USA",5,23,https://maps.google.com/?cid=3684932886919223199,NONE
West hair salon Inc.,(619) 269-2283,"3318 Fifth Ave, San Diego, CA 92103, USA",5,29,https://maps.google.com/?cid=1129404661412301298,NONE
Denise Barrow Salon,(619) 232-2332,"2670 Fifth Ave, San Diego, CA 92103, USA",4.8,94,https://maps.google.com/?cid=11466112679270270948,NONE
Zen Den by Liz,(619) 997-9461,"2185 Station Village Way, San Diego, CA 92108, USA",4.7,386,https://maps.google.com/?cid=15009155145477992674,NONE
Salon 5th Avenue,(619) 497-0776,"428 Thorn St, San Diego, CA 92103, USA",4.6,56,https://maps.google.com/?cid=13421736245660581258,NONE
Bouffant Beauty Bar,(619) 303-8548,"8675 La Mesa Blvd, La Mesa, CA 91942, USA",5,37,https://maps.google.com/?cid=14594554180160195812,NONE
H & L Studio,(619) 638-0385,"2617, 350 E St ste a, Chula Vista, CA 91910, USA",4.9,39,https://maps.google.com/?cid=14647251308263555145,NONE
Hair by Helen hair salon,(619) 252-0262,"6512 El Cajon Blvd Suite A-1, San Diego, CA 92115, USA",4.8,21,https://maps.google.com/?cid=4452270577328012023,NONE
Studio 69 Salon and Day Spa,(619) 922-3622,"7871 University Ave, La Mesa, CA 91942, USA",4.5,33,https://maps.google.com/?cid=15133930797811463437,NONE
Imor Hair Studio,(619) 654-0330,"9724 1/2 Campo Rd, Spring Valley, CA 91977, USA",4.5,74,https://maps.google.com/?cid=6751137382667156428,NONE
Salon Blvd.,(619) 333-0125,"8648 La Mesa Blvd, La Mesa, CA 91942, USA",5,13,https://maps.google.com/?cid=7825207733544583494,NONE
Salon Jag,(619) 698-8745,"8380 Center Dr, La Mesa, CA 91942, USA",4.4,56,https://maps.google.com/?cid=16649500615068521374,NONE
Mary's Hair Design,(619) 463-8619,"7135 Broadway, Lemon Grove, CA 91945, USA",4.5,39,https://maps.google.com/?cid=10771083028055343282,NONE
Salon Celeste,(619) 439-2790,"4731 3rd St, La Mesa, CA 91941, USA",5,12,https://maps.google.com/?cid=16179985456394314965,NONE
Virago Hair Studio,(619) 409-1540,"3001 Bonita Rd #600, Chula Vista, CA 91910, USA",4.4,40,https://maps.google.com/?cid=319282278682998812,NONE
Stars Salon,(619) 479-8862,"4230 Bonita Rd suite a, Bonita, CA 91902, USA",4.7,26,https://maps.google.com/?cid=9354290012316664073,NONE
Highly Favored Hair Salon and Spa,(619) 647-8549,"9825 Campo Rd, Spring Valley, CA 91977, USA",4.6,36,https://maps.google.com/?cid=4728388635274125386,NONE
Hera the Salon,(619) 303-0843,"9340 Fuerte Dr #201, La Mesa, CA 91941, USA",4.7,13,https://maps.google.com/?cid=6336913798334133560,NONE
Lydia Hair Salon,(619) 420-0950,"207 3rd Ave #6, Chula Vista, CA 91910, USA",5,23,https://maps.google.com/?cid=13657294008496204077,NONE
Muse Beauty,(858) 292-1234,"7710 Balboa Ave #125, San Diego, CA 92111, USA",4.6,69,https://maps.google.com/?cid=12686771451264516073,NONE
Elle beauty Studio,(858) 252-9069,"3405 Kenyon St 102 I, San Diego, CA 92110, USA",5,77,https://maps.google.com/?cid=1204537440718884660,NONE
Presidio Salon,(619) 567-0007,"1111 Fort Stockton Dr suite c, San Diego, CA 92103, USA",5,33,https://maps.google.com/?cid=2086748968599820821,NONE
Nest Salon,(619) 773-4323,"2610 Adams Ave, San Diego, CA 92116, USA",4.8,17,https://maps.google.com/?cid=9177423744734898163,NONE
Tops Salon,(619) 295-1525,"4040 Goldfinch St, San Diego, CA 92103, USA",4.6,56,https://maps.google.com/?cid=13031144069910793893,NONE
Hair Affair,(619) 474-1935,"1473 E Plaza Blvd, National City, CA 91950, USA",4.4,36,https://maps.google.com/?cid=17388861356091128556,NONE
Sabrina's Hair Studio,(619) 884-4428,"555 Broadway Suite 1016-103, Chula Vista, CA 91910, USA",5,15,https://maps.google.com/?cid=3894003812092174873,NONE
Salon Escape,(619) 507-9859,"555 5th Ave Ste 118, Chula Vista, CA 91910, USA",4.9,40,https://maps.google.com/?cid=7946269557336561104,NONE
ByGrace Hair Health & Beauty,(619) 407-6245,"1660 Broadway # 12, Chula Vista, CA 91911, USA",4.6,75,https://maps.google.com/?cid=8979122421992926169,NONE
Studio C Salon,(619) 869-6964,"1256 Imperial Beach Blvd, Imperial Beach, CA 91932, USA",4.6,88,https://maps.google.com/?cid=12990452369640827526,NONE
K Hair Salon,(619) 897-9887,"1400 E Plaza Blvd Ste B, National City, CA 91950, USA",4.5,68,https://maps.google.com/?cid=149501310788728565,NONE
salon nado,(619) 435-4500,"1339 Orange Ave suite 3 & 4, Coronado, CA 92118, USA",5,11,https://maps.google.com/?cid=7636924195984001274,NONE
Gisel’s Hair and Scalp Boutique,(619) 410-1194,"437 Broadway # A, Chula Vista, CA 91910, USA",5,10,https://maps.google.com/?cid=11608266419996367691,NONE
GALA BEAUTY SALON,(619) 650-9395,"1550 Broadway # E, Chula Vista, CA 91911, USA",5,44,https://maps.google.com/?cid=4676484172394597140,NONE
Nina International Beauty Salon,(619) 253-1319,"1105 E Plaza Blvd, National City, CA 91950, USA",4.5,55,https://maps.google.com/?cid=12701556001801243971,NONE
Hair Time,(619) 427-2677,"295 3rd Ave, Chula Vista, CA 91910, USA",4.9,18,https://maps.google.com/?cid=5396226461362581134,NONE
IB Hair Lounge,(619) 575-1800,"695 Saturn Blvd B2, San Diego, CA 92154, USA",4.1,104,https://maps.google.com/?cid=9335827662822809409,NONE
Parlor B,(619) 610-8012,"349 3rd Ave, Chula Vista, CA 91910, USA",5,29,https://maps.google.com/?cid=874100226444779963,NONE
Dream Hair Makeup,(619) 554-6640,"616 Highland Ave, National City, CA 91950, USA",5,13,https://maps.google.com/?cid=17321178206143878241,NONE
Kary Hair Designs,,"610 Palomar St Suite #B, Chula Vista, CA 91911, USA",5,15,https://maps.google.com/?cid=4956998245305468548,NONE
Kairos Beauty Salon,(619) 737-5975,"681 Broadway, Chula Vista, CA 91911, USA",4.4,71,https://maps.google.com/?cid=15088766723778233936,NONE
Hair Ballers LLC,(619) 477-7724,"933 Highland Ave, National City, CA 91950, USA",4.6,75,https://maps.google.com/?cid=10170839432608007646,NONE
Kimmy's Beauty Salon,(619) 966-8621,"3114 E Plaza Blvd, National City, CA 91950, USA",4.8,16,https://maps.google.com/?cid=6561435131587218259,NONE
Sunday's Beauty Salon,(619) 723-8188,"2211 Highland Ave, National City, CA 91950, USA",4.5,31,https://maps.google.com/?cid=5854670193268477586,NONE
Roses the Salon,(619) 435-0557,"1016 Isabella Ave, Coronado, CA 92118, USA",4.4,25,https://maps.google.com/?cid=14877792238359331346,NONE
House of Beauty,(619) 422-7860,"555 Broadway #1010, Chula Vista, CA 91910, USA",4.7,235,https://maps.google.com/?cid=12193559131465302403,NONE
Ursula's Hair With A Flair,(619) 426-2481,"283 3rd Ave, Chula Vista, CA 91910, USA",4.9,11,https://maps.google.com/?cid=2061314063143147399,NONE
Young Beauty Salon,(619) 336-1768,"1465 E Plaza Blvd, National City, CA 91950, USA",4.1,47,https://maps.google.com/?cid=13933831824563461632,NONE
Fridas Hair Salon,(619) 807-7734,"684 Broadway, Chula Vista, CA 91910, USA",5,10,https://maps.google.com/?cid=8645915862216684947,NONE
Hair By Lynn Le,(858) 531-7928,"1356 W Valley Pkwy STE F, Escondido, CA 92029, USA",4.8,21,https://maps.google.com/?cid=6276003473643349711,NONE
The Hair Place,(760) 975-3990,"1525 S Escondido Blvd Suite E, Escondido, CA 92025, USA",4.8,22,https://maps.google.com/?cid=7798480134827318353,NONE
Best Little Hair House,(760) 735-8648,"332 E 2nd Ave, Escondido, CA 92025, USA",5,37,https://maps.google.com/?cid=16694860993926144822,NONE
Collective Studio,(760) 697-4023,"115 N Broadway, Escondido, CA 92025, USA",4.8,25,https://maps.google.com/?cid=10346830603853679867,NONE
Haircuts and Highlights Forever,(760) 845-8880,"510 N Escondido Blvd ste 2D, Escondido, CA 92026, USA",4.8,46,https://maps.google.com/?cid=14548621572147239528,NONE
Branded Hair salon,(619) 977-4493,"145 S Orange St, Escondido, CA 92025, USA",5,10,https://maps.google.com/?cid=7528866168338753507,NONE
Broadway Salon,(760) 745-1505,"609 N Broadway Suite A, Escondido, CA 92025, USA",4.6,53,https://maps.google.com/?cid=10138283802169066683,NONE
Hair by Stephanie,(760) 274-5212,"254 E Grand Ave, Escondido, CA 92025, USA",5,14,https://maps.google.com/?cid=18165480157317686931,NONE
Imagine Hair Studio,(760) 443-1823,"250 E Grand Ave suite e, Escondido, CA 92025, USA",5,3,https://maps.google.com/?cid=3414266944448275341,NONE
Lavish Blonde,(858) 444-5554,"342 W El Norte Pkwy UNIT 120, Escondido, CA 92026, USA",5,10,https://maps.google.com/?cid=5231459032608198267,NONE
Hair trends by Yolanda,(760) 415-1214,"316 W Mission Ave Suite 111, Escondido, CA 92025, USA",5,4,https://maps.google.com/?cid=8067975081704626268,NONE
Rafaela's Salon,(619) 863-8278,"1025 E Valley Pkwy, Escondido, CA 92025, USA",4.6,53,https://maps.google.com/?cid=3949891792646323274,NONE
Studio Unisex Hair and Nail Salon,(760) 803-5106,"410 W 2nd Ave, Escondido, CA 92025, USA",5,11,https://maps.google.com/?cid=15461078421116499729,NONE
Seven Six Zero The Salon,(760) 505-3198,"200 E Via Rancho Pkwy Ste 135, Escondido, CA 92025, USA",,,https://maps.google.com/?cid=6639305703142842927,NONE
Buzzes ‘n Beehives,(503) 619-9574,"2055 Montiel Rd UNIT 109, Ste 20, San Marcos, CA 92069, USA",5,60,https://maps.google.com/?cid=2183124558702109664,NONE
Nga's Salon,(760) 745-5345,"2325 E Valley Pkwy, Escondido, CA 92027, USA",5,3,https://maps.google.com/?cid=437450508578365969,NONE
my PENNY LANE,(760) 809-8045,"246 E Grand Ave, Escondido, CA 92058, USA",4.8,5,https://maps.google.com/?cid=17078212170558823113,NONE
Roots Salon,,"126 N Kalmia St, Escondido, CA 92026, USA",5,2,https://maps.google.com/?cid=5673125756383515895,NONE
Irma's Hair Design,(760) 743-1716,"134 N Kalmia St, Escondido, CA 92025, USA",4.8,19,https://maps.google.com/?cid=16075184756001710254,NONE
Maggies Hair Salon,(760) 291-1259,"160 W Mission Ave, Escondido, CA 92025, USA",3.9,32,https://maps.google.com/?cid=17851269449882642342,NONE
Heather Feathers Hair,(760) 521-1878,"4192 Oceanside Blvd Suite 112, Oceanside, CA 92056, USA",5,19,https://maps.google.com/?cid=7479527944605219844,NONE
Beach Blonde Salon,(760) 707-3649,"4192 Oceanside Blvd suite 204, Oceanside, CA 92056, USA",4.8,59,https://maps.google.com/?cid=2628850937180797728,NONE
Maverick Studio A Salon,(760) 436-2001,"2690 State St, Carlsbad, CA 92008, USA",4.9,10,https://maps.google.com/?cid=15492764965503209906,NONE
The suite life,,"2213 S El Camino Real suite a, Oceanside, CA 92054, USA",4.6,19,https://maps.google.com/?cid=12551133716937193255,NONE
De Stefano Salon,(760) 720-4247,"2890 Pio Pico Dr #203, Carlsbad, CA 92008, USA",5,64,https://maps.google.com/?cid=8663378979535829432,NONE
Hair Port Inc,(760) 630-3536,"4160 Oceanside Blvd # 161, Oceanside, CA 92056, USA",4.6,68,https://maps.google.com/?cid=3167290475584697802,NONE
Cuts & Color Beauty Bar,(760) 586-6659,"2213 S El Camino Real a111, Oceanside, CA 92054, USA",5,3,https://maps.google.com/?cid=1289969827735365165,NONE
Salon Amour,(760) 846-1861,"6836 Embarcadero Ln, Carlsbad, CA 92011, USA",4.7,11,https://maps.google.com/?cid=12970490726956940839,NONE
A Rene Bonilla Salon,(760) 801-2161,"511 Vista Way, Oceanside, CA 92054, USA",5,23,https://maps.google.com/?cid=11166817973790426311,NONE
Matafied Hair Studio,(760) 442-5242,"560 Greenbrier Dr, Oceanside, CA 92054, USA",4.9,41,https://maps.google.com/?cid=11205444986234342601,NONE
Teresa's Hair Salon,(760) 433-6028,"1056 Mission Ave, Oceanside, CA 92054, USA",4.4,40,https://maps.google.com/?cid=8997258090417298922,NONE
Shiva’s Style Salon,(858) 943-1302,"6119 La Granada suite F, Rancho Santa Fe, CA 92067, USA",5,31,https://maps.google.com/?cid=5175814136164968545,NONE
West 101 Salon,(760) 420-9808,"315 S Hwy 101 Suite 116, Solana Beach, CA 92075, USA",5,12,https://maps.google.com/?cid=2097221401380613414,NONE
Capsyl Salon,(858) 354-3997,"2636 Via De La Valle, Del Mar, CA 92014, USA",4.8,45,https://maps.google.com/?cid=8711965555622536631,NONE
Savy & Sage Beauty Co.,,"2002 Jimmy Durante Blvd #126, Del Mar, CA 92014, USA",4.8,16,https://maps.google.com/?cid=11010196151384022727,NONE
Suite B Salon,(858) 793-9620,"971 Lomas Santa Fe Dr B, Solana Beach, CA 92075, USA",4.9,13,https://maps.google.com/?cid=14378840765863637271,NONE
Rex Studio Salon Spa,(858) 459-4247,"10951 Sorrento Valley Rd Ste 1B, San Diego, CA 92121, USA",5,5,https://maps.google.com/?cid=9595801374676113211,NONE
April’s Fleur Salon,(858) 342-1151,"315 S Hwy 101 Suite 121, Solana Beach, CA 92075, USA",5,1,https://maps.google.com/?cid=5873926548366808580,NONE
MANE TAIN,(858) 794-7870,"2148 Jimmy Durante Blvd, Del Mar, CA 92014, USA",5,11,https://maps.google.com/?cid=5855157608357709695,NONE
Hair Artist Kirsten Downes at Salon by the Cove,(858) 354-0300,"128 S Acacia Ave, Solana Beach, CA 92075, USA",5,6,https://maps.google.com/?cid=4696787619077629129,NONE
The Beauty Parlor,(619) 657-1027,"5720 Old Carmel Valley Rd, San Diego, CA 92130, USA",4.8,24,https://maps.google.com/?cid=1980216640445130152,NONE
Swagg House salon,(858) 334-5881,"2002 Jimmy Durante Blvd #122, Del Mar, CA 92014, USA",5,2,https://maps.google.com/?cid=5422196534292289661,NONE
Snip 2 Curl,(415) 292-5788,"1419 Polk St, San Francisco, CA 94109, USA",5,141,https://maps.google.com/?cid=10608357230256150317,NONE
May's Hair Design,(415) 379-9928,"746 Clement St, San Francisco, CA 94118, USA",4.9,179,https://maps.google.com/?cid=546854946546960289,NONE
Lisa's Hair Design,(415) 626-6268,"421 Castro St, San Francisco, CA 94114, USA",4.7,117,https://maps.google.com/?cid=10273947289715263288,NONE
Lotte Beauty Salon,(415) 931-4523,"1860 Fillmore St, San Francisco, CA 94115, USA",4.5,123,https://maps.google.com/?cid=7595992366972781953,NONE
Angie & Martha's Hair Salon,(415) 359-9375,"524 Geary St suite b, San Francisco, CA 94102, USA",4.9,46,https://maps.google.com/?cid=3953177546333675802,NONE
Marina Hair Salon,(415) 928-1312,"3224 Scott St, San Francisco, CA 94123, USA",4.7,135,https://maps.google.com/?cid=6455785965516377619,NONE
Xin Da Di Salon,(510) 987-1188,"825 Harrison St, Oakland, CA 94607, USA",4.7,100,https://maps.google.com/?cid=17735575823311756196,NONE
Lakeside Hair Salon,(510) 545-8488,"148 International Blvd, Oakland, CA 94606, USA",4.8,77,https://maps.google.com/?cid=16837167453710536421,NONE
New Image Beauty Salon,(510) 465-5980,"2003 High St, Alameda, CA 94501, USA",4.9,24,https://maps.google.com/?cid=5075966310745766012,NONE
M2 Salon,(510) 882-8331,"14393 Washington Ave # C, San Leandro, CA 94578, USA",4.1,34,https://maps.google.com/?cid=4844366693972373476,NONE
Ringlets Salon,(510) 653-6686,"4038 Broadway, Oakland, CA 94611, USA",4.9,24,https://maps.google.com/?cid=1901803740637586092,NONE
Mimi Beauty Salon,(510) 836-2868,"1107 International Blvd, Oakland, CA 94606, USA",4.9,38,https://maps.google.com/?cid=11821309328867398947,NONE
Empress Hair Styling,(510) 893-7175,"2722 Park Blvd, Oakland, CA 94606, USA",5,117,https://maps.google.com/?cid=5732478251979318237,NONE
Family Hair Salon,(510) 628-2129,"1912 Park Blvd, Oakland, CA 94606, USA",4.8,47,https://maps.google.com/?cid=8766661811679420126,NONE
Juni Salon,(510) 444-0089,"2633 Telegraph Ave # 108, Oakland, CA 94612, USA",4.4,53,https://maps.google.com/?cid=15448427707372125588,NONE
Moods & Attitudes Salon & Skin,(510) 568-4003,"14883 E 14th St, San Leandro, CA 94578, USA",4.9,41,https://maps.google.com/?cid=3198275867032707292,NONE
Salon Khang,(408) 646-3996,"1665 W San Carlos St, San Jose, CA 95128, USA",4.8,50,https://maps.google.com/?cid=15321538208645876292,NONE
Créche Salon,(408) 564-5108,"1264 Lincoln Ave, San Jose, CA 95125, USA",4.8,26,https://maps.google.com/?cid=14997452060434317971,NONE
H&T Beauty Salon,(408) 238-7719,"2467 Alvin Ave Ste G, San Jose, CA 95121, USA",4.8,28,https://maps.google.com/?cid=16339358091046073654,NONE
Cindy Hair Salon,(408) 805-9243,"2652 Alum Rock Ave B, San Jose, CA 95116, USA",4.5,122,https://maps.google.com/?cid=8491333219196427673,NONE
House of Color Salon,(408) 772-7641,"969 Story Rd UNIT 6015, San Jose, CA 95122, USA",4.7,19,https://maps.google.com/?cid=12222318086732233868,NONE
David A+ Hair & Nail,(408) 326-9028,"1969 Tully Rd #30, San Jose, CA 95122, USA",4.6,113,https://maps.google.com/?cid=2139690682775164908,NONE
My Linh Salon,(408) 363-9228,"2955 Senter Rd #40, San Jose, CA 95111, USA",4.6,111,https://maps.google.com/?cid=16234881178884093683,NONE
Lily's,(408) 499-7320,"604 N 13th St, San Jose, CA 95112, USA",4.5,46,https://maps.google.com/?cid=10776403814029808271,NONE
Lynn Hair Design,(408) 719-1700,"2686 Cropley Ave, San Jose, CA 95132, USA",4.4,105,https://maps.google.com/?cid=10670039295307711223,NONE
The Modern Willow Glen,(408) 275-9100,"1355 Lincoln Ave, San Jose, CA 95125, USA",4.4,88,https://maps.google.com/?cid=12928484324418502174,NONE
